V_method,Parameters,Method,Folds,MAE,STD
direct_indirect_weighted,"direct_thres=0.000000,spread_thres=5.000000,weight_indirect=0.500000","hillside(t=0,nan=>0)",17.0,3.762319610726712,2.2246704172049836
direct_indirect_weighted,"direct_thres=5.000000,spread_thres=2.000000,weight_indirect=0.250000","hillside(t=0,nan=>0)",17.0,3.7677588694118733,2.2282538086676347
direct_indirect_weighted,"direct_thres=1.000000,spread_thres=5.000000,weight_indirect=0.500000","hillside(t=0,nan=>0)",17.0,3.7695172309911698,2.2276044693710504
direct_indirect_weighted,"direct_thres=5.000000,spread_thres=0.000000,weight_indirect=0.250000","hillside(t=0,nan=>0)",17.0,3.7715098560854634,2.227323633270972
direct_indirect_weighted,"direct_thres=5.000000,spread_thres=1.000000,weight_indirect=0.250000","hillside(t=0,nan=>0)",17.0,3.7715098560854634,2.227323633270972
direct_indirect_weighted,"direct_thres=5.000000,spread_thres=5.000000,weight_indirect=1.000000",hillside(t=0),17.0,3.7727903495896604,2.21016382590587
direct_indirect_weighted,"direct_thres=5.000000,spread_thres=5.000000,weight_indirect=0.500000",hillside(t=0),17.0,3.776026472615869,2.212473712843638
direct_indirect_weighted,"direct_thres=0.000000,spread_thres=1.000000,weight_indirect=0.500000",lop,17.0,3.77630380945968,2.3416604530408485
direct_indirect_weighted,"direct_thres=0.000000,spread_thres=0.000000,weight_indirect=0.500000",lop,17.0,3.77630380945968,2.3416604530408485
direct_indirect_weighted,"direct_thres=5.000000,spread_thres=5.000000,weight_indirect=0.250000",hillside(t=0),17.0,3.7787617260551447,2.2149582006330664
direct_indirect_weighted,"direct_thres=0.000000,spread_thres=2.000000,weight_indirect=0.500000",lop,17.0,3.7911154909619125,2.3074579450713455
direct_indirect_weighted,"direct_thres=2.000000,spread_thres=5.000000,weight_indirect=0.250000","hillside(t=0,nan=>0)",17.0,3.7962144217530938,2.2220429254787373
direct_indirect_weighted,"direct_thres=1.000000,spread_thres=2.000000,weight_indirect=1.000000",lop,17.0,3.80275946826204,2.4273539474901757
direct_indirect_weighted,"direct_thres=5.000000,spread_thres=0.000000,weight_indirect=0.500000",lop,17.0,3.803349853308228,2.0351822001533835
direct_indirect_weighted,"direct_thres=5.000000,spread_thres=1.000000,weight_indirect=0.500000",lop,17.0,3.803349853308228,2.0351822001533835
direct_indirect_weighted,"direct_thres=0.000000,spread_thres=5.000000,weight_indirect=0.250000","hillside(t=0,nan=>0)",17.0,3.8057212950552706,2.217189481273439
direct_indirect_weighted,"direct_thres=1.000000,spread_thres=5.000000,weight_indirect=0.250000","hillside(t=0,nan=>0)",17.0,3.813083320021322,2.2209520481177267
direct_indirect_weighted,"direct_thres=1.000000,spread_thres=1.000000,weight_indirect=0.500000",lop,17.0,3.833944603909659,2.127129779352789
direct_indirect_weighted,"direct_thres=1.000000,spread_thres=0.000000,weight_indirect=0.500000",lop,17.0,3.833944603909659,2.127129779352789
direct,direct_thres=2.000000,hillside(t=0),17.0,3.835277016477669,2.712402156031516
direct_indirect_weighted,"direct_thres=0.000000,spread_thres=5.000000,weight_indirect=0.250000",lop,17.0,3.860651857824602,2.3677509990323924
direct,direct_thres=2.000000,"hillside(t=0,nan=>0)",17.0,3.8826700956690323,2.2570552078181816
direct,direct_thres=0.000000,"hillside(t=0,nan=>0)",17.0,3.886897014739164,2.234283666249605
direct,direct_thres=1.000000,"hillside(t=0,nan=>0)",17.0,3.8948203562988293,2.2494280066630035
direct,direct_thres=5.000000,"hillside(t=0,nan=>0)",17.0,3.9571744484227915,2.2619140991929023
