team1,team2,0
Georgia_Tech,Boston_College,3.0
Georgia_Tech,Notre_Dame,3.0
Georgia_Tech,Virginia_Tech,1.0
Miami_FL,Florida_St,3.0
NC_State,Notre_Dame,3.0
NC_State,Virginia_Tech,1.0
North_Carolina,Wake_Forest,6.0
Notre_Dame,Virginia_Tech,3.0
Pittsburgh,Clemson,3.0
Pittsburgh,Virginia_Tech,3.0
Syracuse,Notre_Dame,1.0
Virginia_Tech,Clemson,1.0
Wake_Forest,North_Carolina,3.0
