team1_name,team1_score,team1_H_A_N,team2_name,team2_score,team2_H_A_N
Duquesne,94,1,Abilene_Chr,75,1
Incarnate_Word,80,1,Abilene_Chr,68,1
Incarnate_Word,59,-1,Abilene_Chr,56,-1
Iowa,103,1,Abilene_Chr,41,1
Lamar,65,-1,Abilene_Chr,57,-1
